citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-00141,Jeffrey,Wood,1963-03-26,63,M,N,HH-01107,14,Certificate III,Trades,Electrician,102204.0,825,B,21:00-06:00,Y,0474524663,53acecaff14d7bfb,2016-02-17
PR-00142,Sarah,Short,1987-12-30,38,F,Y,HH-00669,0,Year 10,Student,Student,15832.0,447,D,18:00-07:00 (strict),Y,0484449447,25c3117b85f8a593,2024-10-20
PR-00143,madison,Poole,1987-04-29,39,F,Y,HH-01072,23,Year 10,Trades,Plumber,67476.0,537,C,20:00-06:00,Y,0436551621,a959bb62fcf89d04,2017-06-13
PR-00144,Morgan,Sheppard,1969-04-16,57,F,Y,HH-00669,14,Year 12,Mining,Process Plant Technician,173823.0,495,D,18:00-07:00 (strict),Y,0433632711,aa03a91905e94940,2022-09-01
PR-00145,Kimberly,Webb,1976-05-22,50,F,Y,HH-00981,7,Year 12,Health,Remote Area Nurse,96087.0,761,B,21:00-06:00,Y,0471230621,228333c1ed72ea81,2021-08-02
PR-00146,Derrick,Christian,1992-01-01,34,M,N,HH-00581,14,No formal,Trades,Welder,91021.0,727,B,21:00-06:00,N,0468212652,1a2c8d78e37e7023,2012-07-26
PR-00147,Sierra,Sanchez,1965-05-16,61,F,Y,HH-00732,9,Certificate III,Public Safety,Correctional Officer,95292.0,572,C,20:00-06:00,Y,0452674742,f8547c4f4ed5bc82,2019-11-24
PR-00148,Nicholas,Johnson,1995-12-01,30,X,N,HH-00959,6,Diploma,Government,Council Officer,87693.0,637,C,20:00-06:00,Y,0481869344,ada5f669009da246,2013-11-24
PR-00149,Christy,Salinas,1997-04-22,29,F,N,HH-00781,0,Bachelor,Mining,Haul Truck Driver,131112.0,731,B,21:00-06:00,N,0488394188,39799c6856ab1463,2023-09-05
PR-00150,Michael,Hill,1976-03-27,50,M,N,HH-00474,30,Year 12,Public Safety,Regional Police Officer,94877.0,717,B,21:00-06:00,Y,0496580039,0a8af7cd7d86b391,2024-08-16
PR-00151,Christopher,Cortez,1975-01-03,51,X,N,HH-00321,20,Diploma,Education,Skills Institute Lecturer,95452.0,653,C,20:00-06:00,Y,0474867032,eb98e4c824e96b18,2021-12-19
PR-00152,Michael,Brewer,1977-11-12,48,M,Y,HH-00813,7,Year 12,Unemployed,Unemployed,27948.0,378,D,18:00-07:00 (strict),N,0470677159,daf4c7cf3a4c6fca,2022-06-15
PR-00153,Brandon,Walker,1979-12-22,46,M,Y,HH-00262,7,Postgraduate,Health,GP,84254.0,506,C,20:00-06:00,Y,0483893835,6f78fc4a2c9fffc4,2015-08-22
PR-00154,Lauren,Kennedy,1983-05-04,43,F,N,HH-00567,20,Year 12,Government,Civic Harmony Auditor,102225.0,731,B,21:00-06:00,Y,0472445215,28b9cc367247a69b,2017-04-23
PR-00155,Julie,Rivera,1990-08-25,35,X,N,HH-00675,0,Certificate III,Education,Principal,68101.0,589,C,20:00-06:00,Y,0452549761,22c7c88fa35f7319,2015-02-23
PR-00156,Danielle,Martinez,1998-12-24,27,F,Y,HH-00676,0,Year 12,Government,Council Officer,81423.0,414,D,18:00-07:00 (strict),Y,0477345747,c0a98ecd0a871fdb,2013-01-10
PR-00157,Amanda,Gill,1983-10-05,42,X,N,HH-00934,15,Year 10,Public Safety,Correctional Officer,97456.0,538,C,20:00-06:00,Y,0415138040,78968f4d141cb471,2014-05-20
PR-00158,Todd,Hardy,2003-03-26,23,X,N,HH-01061,11,Year 12,Trades,Plumber,80819.0,644,C,20:00-06:00,Y,0446838009,68e5f7c438bfa9e8,2018-09-12
PR-00159,Douglas,Garcia,1978-07-16,47,M,N,HH-00326,13,Postgraduate,Mining,Process Plant Technician,167222.0,577,C,20:00-06:00,Y,0450194740,984fa08cc36368ed,2014-07-16
PR-00160,Cassie,Smith,1975-01-17,51,F,N,HH-00474,9,Bachelor,Health,Mental Health Clinician,118802.0,651,C,20:00-06:00,Y,0411595945,281f19a3e2667851,2015-03-12
PR-00161,William,Tran,1986-08-10,39,M,N,HH-01134,8,Bachelor,Public Safety,Correctional Officer,105568.0,603,C,20:00-06:00,Y,0438168948,6e8b0dcea3a25597,2013-02-13
PR-00162,Sean,Henry,1979-03-15,47,M,N,HH-00477,15,Diploma,Public Safety,St John Ambulance Volunteer,63154.0,622,C,20:00-06:00,Y,0421526062,ad17e5a624bbb01d,2019-05-23
PR-00163,Julie,Alexander,1982-04-06,44,F,N,HH-01055,12,Year 12,Unemployed,Unemployed,19169.0,575,C,20:00-06:00,Y,0484953463,c1c08305fa0aba19,2012-01-27
PR-00164,Teresa,Woods,1966-01-05,60,F,Y,HH-00483,8,Certificate III,Government,Council Officer,84578.0,556,C,20:00-06:00,Y,0457601987,059e596b569893b1,2016-12-17
PR-00165,Angela,Soto,2005-03-12,21,F,N,HH-00537,3,Diploma,Retail,Hardware Store Clerk  ,54278.0,560,C,20:00-06:00,Y,0450216625,cd02cb6ad1d8578c,2013-06-10
PR-00166,Kristine,Torres,1991-09-12,34,F,Y,HH-00857,5,No formal,Unemployed,Unemployed,19708.0,647,C,20:00-06:00,N,0486261289,45e0d06523029361,2013-01-04
PR-00167,Kathy,Obrien,1989-09-01,36,X,N,HH-00350,0,Year 12,Health,Mental Health Clinician,114651.0,720,B,21:00-06:00,Y,0481738111,b9603a544b525db8,2014-07-06
PR-00168,Joseph,Hayes,1996-04-02,30,M,N,HH-00513,13,Certificate IV,Government,Surveillance Operator,79624.0,593,C,20:00-06:00,Y,0433008094,01d4737d48668262,2023-05-25
PR-00169,Wanda,Torres,1969-08-03,56,F,N,HH-00966,28,Certificate III,Mining,Process Plant Technician,150385.0,745,B,21:00-06:00,Y,0419326928,41de51c5b86a6730,2019-11-21
PR-00170,Patrick,Meza,1961-02-21,65,M,Y,HH-01121,14,Year 10,Hospitality,Cook,65039.0,556,C,20:00-06:00,Y,0433062057,0a32b5f1d5c7febe,2014-04-22
PR-00171,Mary,Moore,1995-12-10,30,F,N,HH-01028,4,Certificate III,Student,Student,24137.0,764,B,21:00-06:00,N,0419229212,9860c00da5ee17eb,2012-05-27
PR-00172,aaron,Hayes,1998-03-24,28,M,Y,HH-00359,0,Year 12,Education,Principal,74655.0,466,D,18:00-07:00 (strict),Y,0451649604,f27e7fb1909ee0a6,2015-06-07
PR-00173,Jesse,Mann,1993-03-27,33,X,N,HH-00648,8,Year 12,Retail,Hardware Store Clerk,35288.0,729,B,21:00-06:00,N,0469825080,0f827642c39d082b,2017-09-16
PR-00174,Melissa,Bradshaw,2006-12-13,19,F,N,HH-00025,1,Postgraduate,Government,Compliance Inspector,88219.0,718,B,21:00-06:00,N,0471767610,4d8902b960e90cf3,2020-02-07
PR-00175,Matthew,Peck,1976-09-21,49,M,Y,HH-00188,4,Year 12,Trades,Builder,79260.0,451,D,18:00-07:00 (strict),Y,0449922892,3d977d81ac01710e,2018-12-23
PR-00176,Matthew,Kerr,1980-09-01,45,M,N,HH-00168,20,Year 12,Indigenous Services,Native Title Officer,73998.0,555,C,20:00-06:00,N,0467992341,498a1e647589a616,2012-05-09
PR-00177,Christopher,Parker,1990-12-25,35,M,N,HH-01068,12,Certificate III,Pastoral,Station Hand,83113.0,704,B,21:00-06:00,N,0442171352,fb04077296d5fbfc,2019-04-28
PR-00178,Dylan,Martinez,1973-02-23,53,M,N,HH-00223,8,Diploma,Hospitality,Roadhouse Attendant,52301.0,529,C,20:00-06:00,Y,0439159454,048019187ddea1e6,2021-02-23
PR-00179,Tommy,Mason,1998-12-09,27,M,N,HH-01012,23,Year 10,Hospitality,Caravan Park Host,41877.0,634,C,20:00-06:00,Y,0453756742,a9e4ce44efc56d86,2012-06-24
PR-00180,Andrew,Reynolds,1980-11-23,45,M,Y,HH-01049,7,Year 10,Mining,FIFO Drill Operator,115098.0,525,C,20:00-06:00,Y,0471995701,904ba0e0672c81d2,2014-11-10
PR-00181,Brandon,Hayden,1959-01-23,67,M,N,HH-00213,3,Certificate III,Retired,Retired,34382.0,630,C,20:00-06:00,Y,0425392453,aaf13f50a2d72a06,2019-05-28
PR-00182,Trevor,Key,1987-01-24,39,M,N,HH-00809,12,Year 10,Education,Principal,94699.0,661,C,20:00-06:00,Y,0442520097,c5cf3071a6635e76,2015-02-16
PR-00183,Andrew,Avila,1988-04-29,38,M,N,HH-00469,19,Year 12,Government,Regional Admin Field Officer,79156.0,702,B,21:00-06:00,Y,0423490911,e47675d0ed21b03f,2020-06-22
PR-00184,Thomas,White,2010-02-04,16,M,Y,HH-01061,9,Year 10,Student,Student,14226.0,523,C,20:00-06:00,N,0446675298,68cc547d83513e96,2020-03-28
PR-00185,John,Davis,1966-12-02,59,M,N,HH-00113,5,Bachelor,Pastoral,Station Hand,63713.0,663,C,20:00-06:00,Y,0469332039,49efc9d98f7e0506,2016-01-08
PR-00186,Meagan,Hodge,1994-08-17,31,F,N,HH-01053,18,Certificate III,Trades,Diesel Mechanic,76409.0,663,C,20:00-06:00,Y,0417035056,99d81e985d7137ee,2021-01-23
PR-00187,Keith,Landry,1983-07-09,43,X,Y,HH-00647,3,Certificate III,Pastoral,Stockman,65829.0,430,D,18:00-07:00 (strict),Y,0422265679,4594dac272ba3563,2019-01-20
PR-00188,Jordan,Edwards,2009-12-01,16,F,Y,HH-00141,6,Diploma,Student,Student,13748.0,453,D,18:00-07:00 (strict),Y,0422965862,3c057c84312cf59b,2024-12-07
PR-00189,Jared,Robertson,1981-04-17,45,M,Y,HH-00136,8,Certificate IV,Indigenous Services,Cultural Mediator,61939.0,483,D,18:00-07:00 (strict),Y,0437799083,760dc9fcbd9f9efe,2020-07-23
PR-00190,Amy,Gutierrez,1987-12-20,38,X,N,HH-01018,16,Year 10,Mining,Mine Geologist,187159.0,860,A,22:00-06:00 (advisory only),Y,0412012537,0de46b902b96c3ba,2016-06-01
PR-00191,Peter,Garrett,1980-08-11,45,M,Y,HH-00009,19,Certificate IV,Education,Primary Teacher,94644.0,549,C,20:00-06:00,Y,0493739701,a87697fe3467b1c7,2014-03-15
PR-00192,Kirsten,Pennington,1975-06-21,51,F,Y,HH-00672,0,Certificate III,Government,Civic Harmony Auditor,69329.0,542,C,20:00-06:00,N,0481965066,e727ad991a44075e,2021-02-16
PR-00193,David,Dudley,1983-04-15,43,X,Y,HH-00672,15,Diploma,Government,Surveillance Operator,86833.0,456,D,18:00-07:00 (strict),N,0427841755,f98e69212092ffc5,2014-09-14
PR-00194,Brooke,Pierce,1975-04-15,51,F,N,HH-01091,25,No formal,Unemployed,Unemployed,21320.0,831,B,21:00-06:00,N,0419061506,414b1fb8aa418795,2012-08-28
PR-00195,Wendy,Durham,1961-07-07,65,F,N,HH-00236,12,Certificate III,Trades,Builder,85575.0,725,B,21:00-06:00,Y,0477567894,48db1226ccb1efa4,2012-12-30
PR-00196,Marilyn,Jimenez,1953-07-23,72,X,N,HH-00084,8,Year 10,Retired,Retired,34156.0,586,C,20:00-06:00,N,0426650536,5bcb8081c51129a5,2018-06-23
PR-00197,Denise,Davenport,2010-03-05,16,F,N,HH-00701,16,Certificate IV,Student,Student,18388.0,691,C,20:00-06:00,Y,0460267710,1d6164f000153c46,2014-10-07
PR-00198,Juan,Reyes,1983-02-10,43,M,Y,HH-00480,22,Postgraduate,Trades,Electrician,74156.0,483,D,18:00-07:00 (strict),Y,0469555922,86b3ba65aec94eba,2018-06-20
PR-00199,Sherry,Shields,1974-05-06,52,F,Y,HH-00292,14,Certificate IV,Public Safety,St John Ambulance Volunteer,87264.0,633,C,20:00-06:00,Y,0413180065,4c2edf97e6427d06,2022-05-31
PR-00200,Jason,Villa,1974-01-25,52,M,N,HH-01041,17,Postgraduate,Pastoral,Station Hand,52683.0,534,C,20:00-06:00,Y,0443331368,dde2a767eae5404e,2022-11-03
PR-00201,Douglas,Evans,1962-09-08,63,M,N,HH-00819,13,Certificate III,Hospitality,Pub Manager,66230.0,698,C,20:00-06:00,Y,0475987111,aac8d02022b48153,2025-05-03
PR-00202,Katherine,Hernandez,2005-03-29,21,F,Y,HH-00409,15,Year 10,Unemployed,Unemployed,23945.0,548,C,20:00-06:00,N,0437430524,ff497ccd26a774dc,2016-03-08
PR-00203,Juan,Daniels,1995-10-22,30,M,Y,HH-00525,8,Year 12,Government,Regional Admin Field Officer,113900.0,676,C,20:00-06:00,Y,0443416111,07abf7e8752cbd49,2015-11-10
PR-00204,Chelsea,Terry,1994-02-12,32,F,N,HH-00128,2,Year 12,Student,Student,15505.0,777,B,21:00-06:00,N,0420739561,13b5daf10f51b46c,2014-08-16
PR-00205,Patricia,Williams,1977-12-21,48,F,N,HH-00576,11,Certificate III,Education,Principal,90194.0,549,C,20:00-06:00,Y,0430921653,3839a4ccc90d0f51,2021-03-23
PR-00206,Robert,Hughes,1990-06-29,36,M,N,HH-01110,36,Diploma,Education,Primary Teacher,70775.0,627,C,20:00-06:00,N,0489884158,601fc9cc3a27d7ed,2022-11-04
PR-00207,Tina,Simpson,1995-04-21,31,X,N,HH-00445,17,Certificate III,Mining,Mine Safety Officer,172088.0,611,C,20:00-06:00,Y,0460351362,da1f88f35a028362,2018-05-21
PR-00208,Brittany,Kane,2009-08-28,16,X,N,HH-00547,0,Year 10,Student,Student,19123.0,666,C,20:00-06:00,N,0430766764,bf571a78a40e568e,2017-07-08
PR-00209,Joseph,Bryant,1964-07-13,62,M,Y,HH-00937,2,Certificate III,Retail,Hardware Store Clerk,35874.0,542,C,20:00-06:00,Y,0462968985,53d4626178c78804,2017-02-03
PR-00210,Mary,Moore,1979-12-28,46,F,N,HH-00937,15,Year 10,Trades,Welder,72859.0,366,D,18:00-07:00 (strict),N,0426707088,3fd6fdd3c82d2648,2024-12-02
PR-00211,George,Schwartz,2006-09-19,19,M,Y,HH-00379,19,Certificate III,Student,Student,12872.0,692,C,20:00-06:00,N,0459416355,e97a2fd440c3c1db,2023-04-12
PR-00212,Sarah,Villarreal,2005-08-06,20,F,N,HH-00264,20,Year 12,Education,Secondary Teacher,98174.0,777,B,21:00-06:00,Y,0458508204,c45641253680ce05,2015-10-15
PR-00213,Michelle,Malone,1972-07-21,53,F,N,HH-00126,16,Certificate III,Mining,Process Plant Technician,147142.0,749,B,21:00-06:00,Y,0444129962,e12a60a1305d7ecb,2011-11-09
PR-00214,Barry,Welch,1977-09-07,48,M,N,HH-00070,19,Year 10,Trades,Electrician,48671.0,737,B,21:00-06:00,N,0496489553,844795f7d4405d7b,2025-04-25
PR-00215,Paul,Hamilton,2009-12-13,16,M,N,HH-00584,8,Certificate III,Student,Student,13666.0,415,D,18:00-07:00 (strict),Y,0466766698,61dcdc664ce162d5,2020-03-23
PR-00216,Shane,Wallace,1994-12-02,31,M,Y,HH-00010,16,Certificate IV,Student,Student,16589.0,517,C,20:00-06:00,N,0421928391,76d5be1e1a103e22,2024-01-01
PR-00217,Amber,Flynn,1996-08-16,29,F,N,HH-00159,1,Year 12,Public Safety,Correctional Officer,75999.0,682,C,20:00-06:00,Y,0463414658,b9792779d3178ef7,2016-08-07
PR-00218,Brianna,Schmidt,1992-07-05,34,F,N,HH-01041,17,Year 10,Indigenous Services,Indigenous Ranger,42104.0,700,B,21:00-06:00,N,0466081482,83e0d70fe8cd4a6a,2022-06-13
PR-00219,George,Miller,1991-12-08,34,X,N,HH-00731,12,Year 12,Retail,Supermarket Worker,67292.0,586,C,20:00-06:00,Y,0428029744,c6d73cdda7b17512,2020-01-11
PR-00220,David,Durham,2009-10-28,16,M,Y,HH-00137,0,Certificate IV,Student,Student,15443.0,561,C,20:00-06:00,Y,0436969824,cbf0624df3a630df,2017-10-22
PR-00221,Dawn,Scott,1993-04-06,33,F,N,HH-01061,31,Certificate III,Pastoral,Bore Runner,67215.0,640,C,20:00-06:00,N,0424655964,6bc94de075504fb0,2022-08-14
PR-00222,Steven,Byrd,1987-05-31,39,M,Y,HH-00380,15,Year 10,Government,Compliance Inspector,87147.0,495,D,18:00-07:00 (strict),Y,0475121683,689e6c5a935171db,2017-07-15
PR-00223,Haley,Matthews,2002-07-02,24,F,Y,HH-00275,8,Bachelor,Mining,Process Plant Technician,159988.0,530,C,20:00-06:00,Y,0438329115,b6239703bc179fba,2017-04-17
PR-00224,John,Bruce,1969-07-11,57,X,N,HH-00144,0,Postgraduate,Hospitality,Caravan Park Host,34696.0,701,B,21:00-06:00,N,0455235396,3b81647d147e0c89,2016-09-26
PR-00225,Timothy,Young,1997-11-30,28,X,N,HH-00541,0,No formal,Retail,Hardware Store Clerk,46471.0,809,B,21:00-06:00,N,0458480869,380512ef3a345450,2019-05-27
PR-00226,Willie,Phillips,1971-01-02,55,M,N,HH-00337,14,Bachelor,Student,Student,12899.0,613,C,20:00-06:00,Y,0463929804,0bd6339f83a4e154,2020-07-26
PR-00227,Donald,Knight,2010-06-21,16,M,N,HH-01147,16,Postgraduate,Student,Student,22310.0,492,D,18:00-07:00 (strict),N,0443358157,977b7f61a9c62d60,2021-10-11
PR-00228,Amber,Obrien,1993-11-19,32,F,N,HH-01027,0,Certificate III,Trades,Builder,86233.0,641,C,20:00-06:00,Y,0410419981,8b82ecc0f5756d23,2024-01-04
PR-00229,Donna,Lindsey,1957-07-09,69,F,N,HH-00926,17,No formal,Retired,Retired,28418.0,781,B,21:00-06:00,N,0469633763,7539bf57084070af,2016-04-14
PR-00230,Mark,Oliver,1979-09-05,46,M,N,HH-00084,29,Year 12,Retail,Supermarket Worker,36081.0,537,C,20:00-06:00,N,0473904001,5220a29889858c25,2021-06-12
PR-00231,mary,Massey,1984-12-25,41,F,Y,HH-01072,0,Bachelor,Mining,Process Plant Technician,143449.0,412,D,18:00-07:00 (strict),Y,0477731180,f5fd2a50095a34da,2024-01-01
PR-00232,Maria,Parker,1995-05-04,31,F,N,HH-01076,15,No formal,Mining,Process Plant Technician,66263.0,573,C,20:00-06:00,Y,0469899586,221d82b1ab0db57c,2019-06-20
PR-00233,Morgan,Davis,1982-11-07,43,F,N,HH-00239,11,Year 12,Government,Regional Admin Field Officer,85060.0,518,C,20:00-06:00,N,0422003335,1e7b73e4385b306d,2021-10-25
PR-00234,Casey,Anderson,1990-11-29,35,F,N,HH-00615,23,Postgraduate,Mining,Haul Truck Driver,121504.0,818,B,21:00-06:00,Y,0439578370,24e9b8c89149d1af,2024-12-14
PR-00235,Kiara,Mcintyre,1976-08-06,49,F,N,HH-00050,2,Certificate IV,Unemployed,Unemployed,27003.0,758,B,21:00-06:00,N,0495033398,bfb9408686553cad,2014-12-13
PR-00236,Roger,Olson,1977-05-27,49,M,N,HH-00851,10,Postgraduate,Government,Regional Admin Field Officer,86995.0,770,B,21:00-06:00,Y,0490621827,e0db7cadf440685c,2021-10-21
PR-00237,gina,Wilson,1964-08-20,61,F,N,HH-00348,11,Certificate IV,Unemployed,Unemployed,28722.0,887,A,22:00-06:00 (advisory only),N,0468648080,b2f8deb6bb969668,2013-04-28
PR-00238,Vincent,Dalton,1991-03-17,35,M,Y,HH-00289,6,Diploma,Mining,Haul Truck Driver,126306.0,386,D,18:00-07:00 (strict),N,0425583513,3f933eb901c522d9,2025-01-26
PR-00239,Tammy,Ballard,1963-01-09,63,X,Y,HH-00798,0,Year 12,Health,Remote Area Nurse,83953.0,421,D,18:00-07:00 (strict),Y,0435482265,3b911258a18748ee,2022-06-03
PR-00240,Adrian,Herrera,1997-12-03,28,M,Y,HH-00018,14,Certificate III,Trades,Electrician,90799.0,395,D,18:00-07:00 (strict),Y,0439815335,84d3f75e6310b597,2020-10-09
PR-00241,Megan,Richards,1999-12-17,26,F,Y,HH-00300,2,Bachelor,Government,Compliance Inspector,69104.0,761,B,21:00-06:00,Y,0471174364,b6f3bd0bc34c6770,2024-07-07
PR-00242,Brian,Hall,1977-09-08,48,M,Y,HH-00268,15,Certificate IV,Indigenous Services,Indigenous Ranger,83836.0,498,D,18:00-07:00 (strict),Y,0426571059,c4ab78c6f1dc2bae,2023-09-25
PR-00243,Kristina,Herman,2005-07-09,20,F,N,HH-01012,5,Certificate III,Trades,Electrician,93231.0,758,B,21:00-06:00,Y,0460560976,cfbc0ecc43740d5b,2012-03-28
PR-00244,Samantha,Blankenship,1981-01-22,45,F,Y,HH-00829,21,Diploma,Indigenous Services,Land Council Liaison,94299.0,693,C,20:00-06:00,Y,0434027688,e52da463d7d9d2da,2017-01-25
PR-00245,Charles,Shah,1996-12-19,29,M,Y,HH-00733,8,No formal,Unemployed,Unemployed,20244.0,508,C,20:00-06:00,N,0455286423,47e707b039ca66c1,2018-04-01
PR-00246,Brent,Clay,1990-07-27,35,M,N,HH-00010,3,Certificate III,Health,Mental Health Clinician,109841.0,527,C,20:00-06:00,Y,0447988968,40308a499ae75e26,2017-09-14
PR-00247,Meagan,Paul,1969-07-23,56,F,N,HH-00359,9,Certificate III,Retail,Bottleshop Attendant,58271.0,485,D,18:00-07:00 (strict),Y,0487897778,3764ea6a119424da,2017-03-21
PR-00248,Natalie,Moore,2009-07-06,16,F,Y,HH-00735,0,Certificate III,Student,Student,16848.0,602,C,20:00-06:00,N,0429437798,8889d57d9a60186c,2012-09-27
PR-00249,John,Russell,1956-03-28,70,M,N,HH-00424,10,Diploma,Retired,Retired,33863.0,667,C,20:00-06:00,Y,0487266743,a5a25bf29c0e525d,2011-10-24
PR-00250,Jacqueline,Ramos,1994-07-26,31,F,N,HH-00483,10,Postgraduate,Unemployed,Unemployed,22517.0,482,D,18:00-07:00 (strict),Y,0432578497,ec45a954f8a32307,2023-04-30
PR-00251,Ariana,Jennings,2010-05-16,16,F,N,HH-00426,1,Year 12,Student,Student  ,18173.0,625,C,20:00-06:00,Y,0479180538,4ebc9ce81dd07b38,2025-01-15
PR-00252,Heather,Sanders,2008-09-04,17,F,N,HH-00056,17,Certificate IV,Student,Student,17209.0,624,C,20:00-06:00,Y,0414562440,0bb97188eac74296,2013-01-23
PR-00253,Sarah,Gibson,2004-03-04,22,F,N,HH-00017,12,Postgraduate,Government,Civic Harmony Auditor,78294.0,600,C,20:00-06:00,Y,0460381528,997487e56e1f0f58,2020-05-03
PR-00254,Linda,Smith,2009-11-09,16,F,N,HH-00477,0,Year 12,Student,Student,12423.0,550,C,20:00-06:00,N,0459301266,e7f51c38a7315126,2014-10-06
PR-00255,Beth,Cunningham,1987-05-10,39,F,Y,HH-00731,22,Year 12,Trades,Welder,81396.0,438,D,18:00-07:00 (strict),Y,0486857173,62fab5b9140e6dda,2022-01-24
PR-00256,Daniel,Robinson,1989-02-19,37,M,N,HH-00594,21,Year 12,Mining,Process Plant Technician,171317.0,590,C,20:00-06:00,Y,0496516297,930927c576e188a8,2015-12-14
PR-00257,Charles,Lester,1996-02-06,30,M,N,HH-00061,25,Diploma,Mining,FIFO Drill Operator,125602.0,589,C,20:00-06:00,N,0482143514,342af7fbfda27cfd,2023-05-16
PR-00258,Charles,Anderson,2009-12-09,16,M,N,HH-00052,16,Certificate III,Student,Student,11440.0,713,B,21:00-06:00,N,0481147161,9ec00b9a0f5d6df3,2013-10-18
PR-00259,Matthew,Johnson,1985-06-08,41,M,N,HH-01037,8,Diploma,Trades,Diesel Mechanic,91410.0,561,C,20:00-06:00,Y,0498393430,31366d73afc453a2,2022-05-31
PR-00260,Cynthia,Morris,1978-04-11,48,F,N,HH-01144,6,Certificate IV,Retail,Supermarket Worker,57764.0,554,C,20:00-06:00,Y,0426514861,0513295b3f2e4b53,2012-02-01
PR-00261,Natalie,Fox,1977-05-08,49,F,N,HH-00726,6,Certificate IV,Trades,Diesel Mechanic,87460.0,832,B,21:00-06:00,N,0414698329,c5b2ee29bfe8fb69,2018-01-08
PR-00262,Paula,Palmer,1989-05-07,37,F,N,HH-00510,8,Year 12,Health,Pharmacist,85658.0,569,C,20:00-06:00,N,0498336655,fd2ced248a172b92,2018-05-29
PR-00263,Theresa,Williams,1991-03-04,35,F,Y,HH-00458,9,Certificate IV,Hospitality,Caravan Park Host,68754.0,594,C,20:00-06:00,Y,0487453221,9ea3ed778ebb2289,2023-06-28
PR-00264,Joseph,Ellis,1978-07-22,47,M,Y,HH-00036,11,Diploma,Student,Student,14403.0,428,D,18:00-07:00 (strict),N,0416004304,782c210c3940a961,2012-03-16
PR-00265,John,Morales,2008-06-16,18,M,Y,HH-00443,2,Certificate IV,Indigenous Services,Land Council Liaison,58775.0,434,D,18:00-07:00 (strict),Y,0458192910,6885201ad4b26f5e,2018-03-20
PR-00266,Susan,Jones,2010-04-30,16,F,N,HH-01094,10,Year 10,Student,Student,17167.0,737,B,21:00-06:00,Y,0461241954,661a75faa991b765,2019-11-14
PR-00267,Austin,Hill,2005-12-13,20,M,N,HH-00741,17,Postgraduate,Unemployed,Unemployed,27886.0,583,C,20:00-06:00,Y,0437348593,bc64fc1f47d7d37c,2019-01-11
PR-00268,Erika,Vang,1984-08-22,41,F,N,HH-01015,18,Diploma,Student,Student,13890.0,517,C,20:00-06:00,N,0496942366,9e42b9fbd44655e7,2017-09-14
PR-00269,Catherine,Garcia,1979-09-06,46,X,Y,HH-00938,17,Certificate III,Government,Surveillance Operator,72408.0,786,B,21:00-06:00,N,0443218577,9f58a5963c88c686,2023-04-17
PR-00270,Marilyn,Mack,1952-03-02,74,F,Y,HH-00219,6,Year 10,Retired,Retired,33534.0,351,D,18:00-07:00 (strict),N,0458696806,b362353a8ba4cba5,2014-05-13
PR-00271,Jocelyn,Perez,2010-02-15,16,F,Y,HH-00907,0,Year 10,Student,Student,11580.0,528,C,20:00-06:00,Y,0439826611,ae2a78a829c5babe,2017-09-13
PR-00272,Jason,Davis,1997-05-15,29,M,N,HH-00758,2,Diploma,Mining,Process Plant Technician,123357.0,502,C,20:00-06:00,Y,0475715496,e436925227d3ea91,2020-08-30
PR-00273,Jacqueline,Hernandez,1998-10-10,27,F,N,HH-00859,0,Certificate IV,Hospitality,Caravan Park Host,45363.0,539,C,20:00-06:00,N,0416437523,c089263748cdaf86,2012-04-17
PR-00274,Ronald,Davis,1971-02-02,55,M,N,HH-00605,24,Bachelor,Health,Aboriginal Health Worker,91552.0,697,C,20:00-06:00,Y,0481361168,25ce7f8a08771961,2021-09-11
PR-00275,Lisa,Hawkins,2009-09-03,16,X,N,HH-00475,10,Certificate III,Student,Student,13780.0,716,B,21:00-06:00,Y,0411274728,e7f298ab27c0da73,2019-03-20
PR-00276,Mark,Martinez,1977-04-24,49,X,N,HH-00143,1,Diploma,Mining,Process Plant Technician,151054.0,627,C,20:00-06:00,Y,0495791097,0d26957f3e74838f,2020-08-31
PR-00277,Nicole,Parrish,1991-07-12,34,F,N,HH-00472,15,Diploma,Trades,Builder,83530.0,539,C,20:00-06:00,Y,0457513265,6711047f7607c61b,2024-11-28
PR-00278,Kyle,Bell,1994-10-24,31,M,Y,HH-00184,14,Year 12,Hospitality,Pub Manager,51779.0,687,C,20:00-06:00,N,0451025192,99d295131f85c4aa,2014-05-01
PR-00279,Matthew,Walker,1990-01-30,36,M,N,HH-00227,10,Diploma,Trades,Diesel Mechanic,60000.0,549,C,20:00-06:00,N,0432161108,0b6c174d3b60801e,2023-03-10
PR-00280,Michael,Farmer,1989-06-10,37,X,Y,HH-01138,30,No formal,Unemployed,Unemployed,21559.0,406,D,18:00-07:00 (strict),Y,0478274190,843f1a472a3344e2,2022-08-27
PR-00281,Ryan,Villegas,1987-11-07,38,M,N,HH-00866,10,Bachelor,Retail,Bottleshop Attendant,,775,B,21:00-06:00,N,0464421457,ba5314ae8ce635d0,2019-12-11
PR-00282,Maria,Johnson,2000-08-25,25,F,Y,HH-00373,15,Diploma,Mining,Mine Safety Officer,204694.0,706,B,21:00-06:00,Y,0442779491,87eb47da6d7d5e23,2022-12-19
